Name,Symbol,Accession,Description,Entrez,Gene Symbol,Ensembl,MitoCarta2_List,Matrix,IMS,Coverage [%],# Peptides,# PSMs,# Protein Unique Peptides,# Unique Peptides,Chromosome,Modifications,Acetyl (K) Count,Acetyl (K) Positions,S3KO_126_Proteins,S3KO_127C_Proteins,S3KO_129N_Proteins,S3FL_127N_Proteins,S3FL_130N_Proteins,DFC_128N_Proteins,DFC_129C_Proteins,DKO_128C_Proteins,DKO_130C_Proteins,DKO_131_Proteins,S3KO_126_Proteins_norm,S3KO_127C_Proteins_norm,S3KO_129N_Proteins_norm,S3FL_127N_Proteins_norm,S3FL_130N_Proteins_norm,DFC_128N_Proteins_norm,DFC_129C_Proteins_norm,DKO_128C_Proteins_norm,DKO_130C_Proteins_norm,DKO_131_Proteins_norm,S3KO_126_Proteins_norm_log2,S3KO_127C_Proteins_norm_log2,S3KO_129N_Proteins_norm_log2,S3FL_127N_Proteins_norm_log2,S3FL_130N_Proteins_norm_log2,DFC_128N_Proteins_norm_log2,DFC_129C_Proteins_norm_log2,DKO_128C_Proteins_norm_log2,DKO_130C_Proteins_norm_log2,DKO_131_Proteins_norm_log2,A,DKOvsDFC_Log2FC,S3KOvsS3FL_Log2FC,DKOvsS3KO_Log2FC,DFCvsS3FL_Log2FC,DKOvsDFC_t,S3KOvsS3FL_t,DKOvsS3KO_t,DFCvsS3FL_t,DKOvsDFC_p_value,S3KOvsS3FL_p_value,DKOvsS3KO_p_value,DFCvsS3FL_p_value,F,F.p.value,DKOvsDFC_significant,S3KOvsS3FL_significant,DKOvsS3KO_significant,DFCvsS3FL_significant
Ashwin,1,Q922M7,Ashwin OS=Mus musculus PE=1 SV=1,98404,AI597479,ENSMUSG00000010290.7,False,False,False,16,3,30,3,3,1,Phospho [S182; S184; S189],0,,12.9,14.7,15.2,18.0,19.3,20.4,9.6,14.5,17.0,23.2,12.095625383093838,13.917247266565266,16.548819230511608,17.282551101702378,19.06459877323422,18.41391201685581,11.557681411391206,15.936011374682224,16.960213031975677,22.007394748139824,-0.4115527666405474,-0.2091642454122007,0.04069015353063854,0.1032780615635227,0.24485803903348646,0.1947580284391064,-0.4771861223577196,-0.013747547628633061,0.07611616135660171,0.45195023811573876,4.00796622479064,0.312653664240543,-0.36741033647253996,0.364781903455272,-0.31528209725781103,1.4110748607929,-1.65820378485311,1.8406652930480802,-1.29895833074262,0.195291761947316,0.135225023693348,0.10231360294819002,0.22955475048892302,1.7019592728636699,0.24216184884263697,0,0,0,0
Formin-binding protein 1,Fnbp1,Q80TY0,Formin-binding protein 1 OS=Mus musculus GN=Fnbp1 PE=1 SV=2,14269,Fnbp1,ENSMUSG00000075415.13,False,False,False,8,4,11,0,4,2,Phospho [T294; S296],0,,67.3,67.9,65.5,58.6,63.1,75.8,46.7,56.7,63.9,72.9,63.10353397536552,64.28442785032529,71.3123460262178,56.26430525331996,62.3303721549782,68.42032014106228,56.22330436583014,62.315299651343594,63.75044780842622,69.15254642842213,-0.009868659604258312,0.016879841845392818,0.16656240436109204,-0.17536951249467858,-0.027654135402818802,0.10683539248792862,-0.17642121551998802,-0.028003044852113135,0.0048460140151203035,0.12219291516432929,5.9895175569414105,0.0678048729584786,0.159369686149494,-0.0248459007582973,0.0667189124327177,0.6684113320126099,1.57104496408166,-0.27383732912950304,0.60040075944711,0.5223761466338039,0.154179526419254,0.7910324988080741,0.564582532982634,0.98101673527586,0.44791380841544703,0,0,0,0
N-alpha-acetyltransferase 10,Naa10,Q9QY36,N-alpha-acetyltransferase 10 OS=Mus musculus GN=Naa10 PE=1 SV=1,56292,Naa10,ENSMUSG00000031388.14,False,False,False,17,4,8,0,1,X,,0,,19.1,21.7,21.6,23.2,18.8,19.1,26.2,23.6,18.0,16.6,17.909026730007156,20.544507869691582,23.516743117042818,22.275288086638618,18.57069725061157,17.24047644715422,31.542838851921832,25.937232306379343,17.957872622091894,15.746670380134532,-0.20725306450672498,-0.009187228282757864,0.1857482717718506,0.10750408988274796,-0.1549120170356284,-0.26214035597531193,0.6093725079799022,0.32708454123960173,-0.20332354893009708,-0.3928931961435804,4.36986809526931,-0.26332681061365104,0.0134732899038976,-0.0794800609388133,0.19732003957873498,-0.926445387778185,0.0474021891678099,-0.312635249119415,0.633731530458292,0.380871130914784,0.963335476716734,0.762420029180363,0.5436545613443279,0.295238308066849,0.8279666221122779,0,0,0,0
Isoform 6 of Rab GTPase-binding effector protein 1,Rabep1,O35551-6,Isoform 6 of Rab GTPase-binding effector protein 1 OS=Mus musculus GN=Rabep1,54189,Rabep1,ENSMUSG00000020817.16,False,False,False,6,4,15,0,4,11,Phospho [S407; T408; S410],0,,39.8,44.3,39.7,36.2,34.2,38.3,29.2,29.8,36.4,46.5,37.318286065669355,41.94109210264226,43.22290285863888,34.75713054897923,33.782864147389134,34.57121716890086,35.154614292981584,32.751250963140016,36.31480908023027,44.109648956400946,0.0048695780400329625,0.1733512778666393,0.2167828167901975,-0.09770416812276128,-0.1387215037885099,-0.1054417520472466,-0.08129908463867253,-0.1834631376212199,-0.03445515502221763,0.24608112854374653,5.21694124523045,0.102758030309732,0.24988072685459398,-0.122280278932187,0.0248424176126756,0.857469347822626,2.0851417961556598,-1.1408124716867298,0.18923700602074203,0.41572447932338796,0.069964833179624,0.286408981543641,0.8545421085666328,1.88891463744542,0.20869739786539004,0,0,0,0
Oxysterol-binding protein-related protein 1,Osbpl1a,Q91XL9,Oxysterol-binding protein-related protein 1 OS=Mus musculus GN=Osbpl1a PE=1 SV=2,64291,Osbpl1a,ENSMUSG00000044252.17,True,False,False,6,5,12,0,5,18,,0,,148.6,145.3,123.8,145.2,144.9,140.0,119.2,114.8,134.7,146.2,139.33410325021273,137.5629950906077,134.785777680088,139.41257888706582,143.13266125604343,126.36998442940263,143.50787752477413,126.16924867679442,134.38474678865433,138.6845306973294,0.03271410006984787,0.014258118979329382,-0.01516603910362857,0.03352642482465118,0.0715186029173891,-0.10818048010500725,0.07529561897833847,-0.11047398937282615,-0.01946491772374337,0.02597256053565733,7.08969050319558,-0.0182130182903011,-0.0419204538891673,-0.0452575088354878,-0.0689649444343541,-0.26174592026814497,-0.602454113117626,-0.7271828851783101,-0.9047649440413851,0.800021164791527,0.56327996622459,0.487505331787709,0.391589872584012,0.573605133771482,0.647925406039492,0,0,0,0
Store-operated calcium entry-associated regulatory factor,Saraf,A0A0R4J0D1,Store-operated calcium entry-associated regulatory factor OS=Mus musculus GN=Saraf PE=1 SV=1,67887,Tmem66; Saraf,ENSMUSG00000031532.6,False,False,False,13,5,10,0,5,8,,0,,228.6,185.2,145.6,201.9,173.4,158.4,128.1,165.6,181.4,204.8,214.3457335329652,175.33838052842768,158.5202684185849,193.85261485742834,171.28504804553438,142.97861095440985,154.2228113332514,182.00024025154318,180.97544964708163,194.27217432840675,0.28746596041047745,-0.0023319127285281738,-0.14780642545444955,0.14248645482512146,-0.03607452075295825,-0.29667439919297856,-0.1874575684774289,0.051466614115557974,0.04332026000722333,0.14560553724796765,7.45632993053084,0.322196787625456,-0.0074300929602468795,0.0343549297144161,-0.295271950871287,2.6396990128716,-0.0608733848566723,0.314685893260319,-2.20833407810608,0.0292971612245427,0.9529286534718008,0.7609180105739158,0.0576779122844017,2.7669791405983197,0.109867812739152,0,0,0,0
Activated RNA polymerase II transcriptional coactivator p15,Sub1,P11031,Activated RNA polymerase II transcriptional coactivator p15 OS=Mus musculus GN=Sub1 PE=1 SV=3,20024,Sub1,ENSMUSG00000022205.15,False,False,False,35,5,10,5,5,15,,0,,357.1,286.3,266.0,322.7,324.1,292.0,244.8,269.0,325.3,329.8,334.8331646746364,271.0549586678664,289.6043365339532,309.83773558440873,320.14696696400057,263.5716818098969,294.72087599047575,295.6404868820357,324.5386646648052,312.8464994800222,0.15428322603350964,-0.15057380573796664,-0.055076000013148274,0.04235365723203621,0.08957513659449212,-0.1909638302537644,-0.029809950874978952,-0.025315350688336125,0.10923116177127845,0.05629575593687974,8.23301539527939,0.15712407957098098,-0.0830865901524618,0.0638593822458091,-0.17635128747763298,1.62920708356725,-0.8615182446601941,0.740309397850744,-1.6692506525255901,0.14128054889224403,0.413618019407435,0.479925435737925,0.132981462727859,1.20970960739816,0.366023809934492,0,0,0,0
Insulin receptor,Insr,P15208,Insulin receptor OS=Mus musculus GN=Insr PE=1 SV=2,16337,Insr,ENSMUSG00000005534.10,False,False,False,4,5,11,5,5,8,,0,,118.6,130.5,100.3,121.6,127.6,132.6,91.6,97.5,119.4,138.7,111.20474189418054,123.55107267256919,109.20043215923121,116.75323410927828,126.0436685732998,119.69042810956277,110.27954346702441,107.15593855389771,119.12055505987624,131.57007118823248,-0.07589460181629626,0.07599462691018388,-0.1021343435992641,-0.005650395621064952,0.10481074123177692,0.030194872281700036,-0.08794770928043061,-0.12940110330509302,0.023309472185206737,0.1667184410132707,6.87296909908913,0.0490853551304928,-0.0835916123071447,0.0542203761329203,-0.0784565913047173,0.499388955799831,-0.8504517869476841,0.616743425473901,-0.7286614748614759,0.6307261422640439,0.419393271526921,0.554263492805554,0.48664768121529,0.324314184506452,0.807964671373914,0,0,0,0
Gamma-soluble NSF attachment protein (Fragment),Napg,D3Z4B2,Gamma-soluble NSF attachment protein (Fragment) OS=Mus musculus GN=Napg PE=1 SV=1,,,ENSMUSG00000024581.12,False,False,False,27,9,18,0,9,18,,0,,278.3,259.3,240.9,276.9,264.8,298.2,216.2,239.7,251.1,291.0,260.9467088461252,245.49266777009345,262.2770100414636,265.86324444785487,261.5702463809545,269.1680668346276,260.2886167857061,263.43875355250543,250.5123230781819,276.04102895296074,-0.0026708578380016945,-0.09074612850107755,0.0046652892197158735,0.024258274494970422,0.0007723794668166306,0.042081199645245704,-0.006313844450033912,0.011041526899758125,-0.061544490615407454,0.07845665167800497,8.03028225389644,-0.00856578161014987,-0.0420992260206745,0.0389017950272379,0.00536835061671326,-0.14148025853392698,-0.6953491990066071,0.718378779259627,0.0809429627458972,0.8909306327466241,0.5062051835994621,0.49263224176514203,0.937442814625032,0.290920534737476,0.8309467443675129,0,0,0,0
Isoform 3 of CMRF35-like molecule 9,Cd300lg,Q1ERP8-3,Isoform 3 of CMRF35-like molecule 9 OS=Mus musculus GN=Cd300lg,52685,Cd300lg,ENSMUSG00000017309.11,False,False,False,15,4,13,0,4,11,,0,,65.7,60.3,60.8,54.7,57.2,66.7,49.9,52.2,63.4,72.5,61.60330136971048,57.08911633835955,66.19527692204643,52.519752514617785,56.50233418803095,60.206271153151114,60.07586483629387,57.36964094885601,63.25161801336811,68.77310858793696,0.033602070048871724,-0.07618986655813664,0.13732268532098235,-0.1965454801832518,-0.09109512966586042,0.0005081694425399519,-0.0026200859512721664,-0.06911810928333928,0.07169678714865135,0.19243895968080693,5.91133369300029,0.0660618374364077,0.17539860119513,0.0334275829114672,0.142764346670189,0.722919685356014,1.91940016367131,0.408977469197758,1.4261609512562001,0.489983629390063,0.0905838533074044,0.6931089611206789,0.191038424021275,1.89737490716043,0.207319475631719,0,0,0,0
Glutathione S-transferase theta-1,Gstt1,Q64471,Glutathione S-transferase theta-1 OS=Mus musculus GN=Gstt1 PE=1 SV=4,14871,Gstt1,ENSMUSG00000001663.10,False,False,False,23,6,12,1,6,10,,0,,333.7,294.8,308.6,323.7,315.1,396.0,294.2,370.5,321.2,314.0,312.8922628169313,279.1023465430912,335.98457990367655,310.79787731228106,311.25673955679287,357.44652738602457,354.19477825325964,407.1925665048113,320.44826034532866,297.858704780858,-0.06349783083271276,-0.22836956110472606,0.03923120670655855,-0.0731871645082105,-0.07105873916828465,0.12856362148335165,0.11537912822472407,0.3165474095983978,-0.029072377215015877,-0.1345356931840751,8.35302000474187,-0.0709915951209332,-0.0120891099053786,0.135191841476733,0.194094326692287,-0.5431854109278449,-0.0924986700259205,1.15650270442175,1.35569932792815,0.601560729122259,0.9285386910951009,0.28029798461183697,0.211619098751995,1.12582209948956,0.3938995839642879,0,0,0,0
Threonine synthase-like 2,Thnsl2,Q80W22,Threonine synthase-like 2 OS=Mus musculus GN=Thnsl2 PE=1 SV=1,232078,Thnsl2,ENSMUSG00000054474.15,False,False,False,9,2,4,1,2,6,,0,,40.3,41.0,45.3,40.8,38.3,47.3,37.7,33.2,41.4,42.6,37.78710875493656,38.81681210402557,49.31983625935368,39.17378249719205,37.832856632894845,42.6950018822196,45.387978042650886,36.487970871686194,41.303107030811354,40.41013001167054,-0.1092096211740774,-0.07042211838136225,0.27506425249504574,-0.05721532043290001,-0.10746404394788023,0.06696343216876244,0.15520646255154524,-0.1596828339348857,0.019146555079982086,-0.012386764424238805,5.34903185242888,-0.162059295119865,0.11415051983692698,-0.0827851854062489,0.19342462955054301,-1.39494047077025,0.9825612271250309,-0.7966899911043149,1.5198575302774502,0.199931947949352,0.354131714618041,0.44824979859756103,0.166403481932546,1.00990339152053,0.436503521495573,0,0,0,0
Carboxypeptidase N subunit 2,Cpn2,Q9DBB9,Carboxypeptidase N subunit 2 OS=Mus musculus GN=Cpn2 PE=1 SV=2,71756,Cpn2,ENSMUSG00000023176.8,False,False,False,10,3,6,3,3,16,,0,,27.4,19.5,18.0,23.1,25.1,29.3,16.6,18.8,24.5,33.4,25.691483371842722,18.461654537280456,19.597285930869013,22.179273913851386,24.793856435656938,26.44743245558212,19.985157440530628,20.661863023725918,24.4426599578473,31.683059680511644,0.15350912629109992,-0.3232492111045797,-0.23712719818889738,-0.05856892795572044,0.10220162111055231,0.19534660628423328,-0.2088521263375771,-0.16081072057155588,0.08162022961584547,0.4559306008565933,4.52970915939626,0.13233279666030098,-0.15743877424487399,0.261202464301086,-0.0285691066040883,0.6264707891791421,-0.7453238776610179,1.3825015006286299,-0.12346372376534,0.5481740565306029,0.477050156834881,0.203574548127925,0.904735133088876,0.644538906215752,0.60747811293189,0,0,0,0
N-acetylgalactosamine kinase,Galk2,Q68FH4,N-acetylgalactosamine kinase OS=Mus musculus GN=Galk2 PE=1 SV=1,69976,Galk2,ENSMUSG00000027207.15,False,False,False,12,5,10,0,5,2,,0,,89.9,80.9,73.2,71.5,77.3,96.0,57.0,67.8,80.2,81.7,84.2943195302431,76.59219754184558,79.69562945220065,68.65013354287333,76.3571753974614,86.65370360873322,68.62373338013528,74.51459111747963,80.01229912732055,77.50017891909586,0.12892810115636433,-0.009309880112868818,0.04799329607681457,-0.1672447853946819,-0.013743576604028362,0.16875409978184752,-0.16779969632105374,-0.04898435680150559,0.053714469379539054,0.007692328839568496,6.268435407084921,0.0036636120754725,0.146364686706126,-0.0517296919009009,0.0909713827297525,0.0358002774224131,1.43025415381843,-0.5651605102532379,0.8115047815405559,0.9723042925811171,0.18989848225801,0.58720414918278,0.44016592224790996,0.6842014034977789,0.585931939713284,0,0,0,0
NHP2-like protein 1,Snu13,Q9D0T1,NHP2-like protein 1 OS=Mus musculus GN=Snu13 PE=1 SV=4,20826,Nhp2l1; Snu13; LOC100862468,ENSMUSG00000063480.7,False,False,False,32,4,8,2,4,15; 4,,0,,54.1,53.7,48.3,61.4,63.0,58.9,50.7,47.4,58.2,60.2,50.72661497871137,50.840556341126174,52.58605058116518,58.95270209136255,62.23159185045367,53.16565773494153,61.03900495390981,52.09427166620257,58.06378814476379,57.105394993017995,-0.13057956049015385,-0.12734263451632,-0.07864230333034072,0.0862354883508587,0.16432469789951742,-0.06282781195509646,0.1364089916712965,-0.09219771099847662,0.06431624587401608,0.04030459749470072,5.79525054704381,-0.0326495457346869,-0.23746825923745699,0.11632921023568402,-0.0884895032670858,-0.42472237262005297,-3.0891113556331895,1.6918886674007498,-1.0508219343645,0.682046719536504,0.0146047866718208,0.12849063506587402,0.323543684530894,3.38007591184189,0.0737340474018755,0,0,0,0
Cytochrome P450 4B1,Cyp4b1,Q64462,Cytochrome P450 4B1 OS=Mus musculus GN=Cyp4b1 PE=1 SV=1,13120,Cyp4b1,ENSMUSG00000028713.17,False,False,False,9,4,9,1,4,4,,0,,83.8,84.3,81.7,82.6,85.2,98.9,83.9,90.2,88.8,93.5,78.57468272118322,79.8111526919355,88.94990336399991,79.30770672225646,84.16081945489924,89.27136757191371,101.00931983497107,99.13298110319562,88.59217160232001,88.69359521340834,-0.154360064238249,-0.13183424518028186,0.024568432358938352,-0.14096353922050664,-0.05527585388255485,0.02977292135292231,0.20799190148714874,0.18094050973801412,0.0187546156952072,0.020405321889366057,6.450352700664441,-0.0455155956458375,0.0109110708650002,0.160575441460728,0.21700210797156602,-0.520006462366687,0.12465677490611698,2.05108019654185,2.26319429609936,0.6169062301914129,0.903819882570595,0.0737917106317867,0.0529155826472069,3.1357096940768,0.0860613460703426,0,0,0,0
Isoform 3 of YTH domain-containing family protein 3,Ythdf3,Q8BYK6-3,Isoform 3 of YTH domain-containing family protein 3 OS=Mus musculus GN=Ythdf3,229096,Ythdf3,ENSMUSG00000047213.14,False,False,False,7,4,8,0,4,3,,0,,213.1,195.5,180.3,190.6,181.0,197.5,161.3,175.5,196.3,200.2,199.8122301656819,185.08992113017072,196.29948074087127,183.00301333247072,178.79235118939863,178.27194232005013,194.19312621431266,192.88068939701586,195.84057753981327,189.90863916282728,0.07821031385710064,-0.03220823991565158,0.052621779657594736,-0.0485671727180117,-0.0821495581258267,-0.08635491744236212,0.0370575582149657,0.02727413568655468,0.04924514082327036,0.004870959962358867,7.564290766652441,0.0517787584377638,0.098232983288268,-0.00574453904228545,0.0407096858082188,0.867986758751433,1.6467163628373402,-0.107664284687366,0.62297209692293,0.410268402597634,0.137594930671746,0.916869390238933,0.550359729330256,1.18718390886865,0.373279386137137,0,0,0,0
Glycosaminoglycan xylosylkinase,Fam20b,Q8VCS3,Glycosaminoglycan xylosylkinase OS=Mus musculus GN=Fam20b PE=1 SV=1,215015,Fam20b,ENSMUSG00000033557.17,False,False,False,10,3,6,3,3,1,,0,,38.1,38.6,37.1,39.3,44.7,48.7,32.4,36.6,36.6,37.1,35.724288922160866,36.54460846866798,40.392183779735575,37.73356990538352,44.154796122464745,43.95870172651363,39.00717476344532,40.22469078023237,36.514340998253516,35.192859704999464,-0.12017213774109514,-0.08741885615110068,0.05699871353724095,-0.0412288356781616,0.18549271977810822,0.1790713453793371,0.006662076635133296,0.051003897469859005,-0.08861423966767301,-0.14179468356164637,5.2790055279612496,-0.152668386260388,-0.12232936883496001,-0.00960424846816732,0.0207347689572615,-1.5312027681483702,-1.22691457461572,-0.107696597839776,0.18984194205348898,0.163621412514013,0.254167081890581,0.916844548367728,0.854083334137457,1.2837480527923102,0.343301757979458,0,0,0,0
Optineurin,Optn,Q8K3K8,Optineurin OS=Mus musculus GN=Optn PE=1 SV=1,71648,Optn,ENSMUSG00000026672.11,False,False,False,11,7,15,7,7,2,Phospho [S556],0,,132.6,159.8,138.4,152.1,150.0,178.9,140.1,147.8,163.0,164.9,124.33177719366223,151.2908920542265,150.6813540462373,146.03755680938508,148.17045678679443,161.48278724585808,168.6699130974904,162.43741249503674,162.61851318894327,156.4232497400111,-0.29670811112081275,-0.01357804649018668,-0.01940228144582079,-0.06456374621125427,-0.04364536202094982,0.08047720934992064,0.1432994681823434,0.08898076733298499,0.09058832516774107,0.03455177725603509,7.25475937396024,-0.0405147155138765,-0.0557915922361687,0.18126976960452698,0.16599289288223498,-0.460765815397388,-0.63450670115682,2.3048774898493303,1.7233215861003102,0.6570313229638921,0.543173360696453,0.0495598450403375,0.12248753784247801,2.96070282503098,0.0964736762370323,0,0,0,0
Isoform B of FK506-binding protein 15,Fkbp15,Q6P9Q6-2,Isoform B of FK506-binding protein 15 OS=Mus musculus GN=Fkbp15,338355,Fkbp15,,False,False,False,4,3,18,0,3,4,Phospho [S1091; T1093],0,,37.3,43.0,32.7,37.7,39.2,41.2,23.3,32.1,41.4,37.8,34.97417261933334,40.710315133490234,35.601736107745374,36.19734314078776,38.721879373615614,37.18888113208135,28.051455925564074,35.27903207774479,41.303107030811354,35.856875925848506,-0.050002350021866704,0.1691021111275921,-0.02434468262816658,-0.0004084697107913371,0.09685669766731131,0.03857906543752687,-0.36821662663789834,-0.0374812987345674,0.18995803450492232,-0.014042481004064022,5.17822037300394,0.210963532188952,-0.0166390878190725,0.0145597254295788,-0.213042894578446,1.6162185731993899,-0.127474177623241,0.124709890102244,-1.48994122276329,0.14407268293176503,0.9016591169508721,0.903779138724626,0.173943446996685,1.1145524472194601,0.397827102665459,0,0,0,0
Carbonic anhydrase 14,Ca14,Q9WVT6,Carbonic anhydrase 14 OS=Mus musculus GN=Ca14 PE=1 SV=1,23831,Car14,ENSMUSG00000038526.14,False,False,False,13,3,6,3,3,3,,0,,59.2,52.5,61.2,60.1,65.7,64.7,57.3,63.5,69.9,66.7,55.50860640923684,49.704454523447374,66.63077216495465,57.70451784512849,64.89866007261597,58.40098566130251,68.98491092424126,69.78873946843594,69.73640534912353,63.271259900902,-0.16207636239522571,-0.3214126836554545,0.10140077681933146,-0.10610356001534083,0.06340085612736157,-0.08879511750025593,0.15149299971765462,0.1682064380555861,0.16712416463396274,0.02676248821237781,5.9567159307510105,0.0893487558586123,-0.10601140446646001,0.24806045337776,0.0527002930526876,0.6841026767166529,-0.811680978219312,2.12346603987598,0.368345346348291,0.512918158074144,0.44007038143202903,0.0658903187303375,0.722014319477758,1.5509748093967302,0.273966586951066,0,0,0,0
"39S ribosomal protein L24, mitochondrial",Mrpl24,Q9CQ06,"39S ribosomal protein L24, mitochondrial OS=Mus musculus GN=Mrpl24 PE=1 SV=1",67707,Mrpl24,ENSMUSG00000019710.13,True,True,False,25,5,12,4,5,3,,0,,259.1,249.1,227.9,248.3,248.4,258.0,188.8,216.7,223.3,240.5,242.9439175782646,235.83580231982364,248.1234146469471,238.40319103070559,245.3702764389316,232.88182844847057,227.30106775736039,238.16094240645776,222.77738647295112,228.1370015917081,0.042676252010720006,-0.00016431011330109158,0.07311082324677809,0.015456485305115564,0.057013433880314324,-0.018348989327345855,-0.05334259982260736,0.013989774344532968,-0.08234426506419901,-0.04804660446000231,7.881803250896209,-0.0029545704849134303,0.00230596212201828,-0.0773412867746233,-0.0720807541676916,-0.0553157103154673,0.0431724114863148,-1.6189019211666202,-1.2319209402279498,0.9572210511619829,0.966604721062076,0.143491747702094,0.252388345560037,1.3795154543941,0.316307440942644,0,0,0,0
